INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 0', 'MODELPHUKIEN0', 'SERIPHUKIEN0', '2000000', '1');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 126', 'MODELPHUKIEN126', 'SERIPHUKIEN126', '2000000', '253');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 127', 'MODELPHUKIEN127', 'SERIPHUKIEN127', '2000000', '255');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 128', 'MODELPHUKIEN128', 'SERIPHUKIEN128', '2000000', '257');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 129', 'MODELPHUKIEN129', 'SERIPHUKIEN129', '2000000', '259');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 130', 'MODELPHUKIEN130', 'SERIPHUKIEN130', '2000000', '261');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 131', 'MODELPHUKIEN131', 'SERIPHUKIEN131', '2000000', '263');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 132', 'MODELPHUKIEN132', 'SERIPHUKIEN132', '2000000', '265');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 133', 'MODELPHUKIEN133', 'SERIPHUKIEN133', '2000000', '267');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 134', 'MODELPHUKIEN134', 'SERIPHUKIEN134', '2000000', '269');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 135', 'MODELPHUKIEN135', 'SERIPHUKIEN135', '2000000', '271');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 136', 'MODELPHUKIEN136', 'SERIPHUKIEN136', '2000000', '273');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 137', 'MODELPHUKIEN137', 'SERIPHUKIEN137', '2000000', '275');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 138', 'MODELPHUKIEN138', 'SERIPHUKIEN138', '2000000', '277');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 139', 'MODELPHUKIEN139', 'SERIPHUKIEN139', '2000000', '279');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 140', 'MODELPHUKIEN140', 'SERIPHUKIEN140', '2000000', '281');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 141', 'MODELPHUKIEN141', 'SERIPHUKIEN141', '2000000', '283');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 142', 'MODELPHUKIEN142', 'SERIPHUKIEN142', '2000000', '285');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 143', 'MODELPHUKIEN143', 'SERIPHUKIEN143', '2000000', '287');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 144', 'MODELPHUKIEN144', 'SERIPHUKIEN144', '2000000', '289');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 145', 'MODELPHUKIEN145', 'SERIPHUKIEN145', '2000000', '291');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 146', 'MODELPHUKIEN146', 'SERIPHUKIEN146', '2000000', '293');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 147', 'MODELPHUKIEN147', 'SERIPHUKIEN147', '2000000', '295');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 148', 'MODELPHUKIEN148', 'SERIPHUKIEN148', '2000000', '297');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 149', 'MODELPHUKIEN149', 'SERIPHUKIEN149', '2000000', '299');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 150', 'MODELPHUKIEN150', 'SERIPHUKIEN150', '2000000', '301');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 151', 'MODELPHUKIEN151', 'SERIPHUKIEN151', '2000000', '303');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 152', 'MODELPHUKIEN152', 'SERIPHUKIEN152', '2000000', '305');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 153', 'MODELPHUKIEN153', 'SERIPHUKIEN153', '2000000', '307');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 154', 'MODELPHUKIEN154', 'SERIPHUKIEN154', '2000000', '309');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 155', 'MODELPHUKIEN155', 'SERIPHUKIEN155', '2000000', '311');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 156', 'MODELPHUKIEN156', 'SERIPHUKIEN156', '2000000', '313');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 157', 'MODELPHUKIEN157', 'SERIPHUKIEN157', '2000000', '315');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 158', 'MODELPHUKIEN158', 'SERIPHUKIEN158', '2000000', '317');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 159', 'MODELPHUKIEN159', 'SERIPHUKIEN159', '2000000', '319');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 160', 'MODELPHUKIEN160', 'SERIPHUKIEN160', '2000000', '321');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 161', 'MODELPHUKIEN161', 'SERIPHUKIEN161', '2000000', '323');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 162', 'MODELPHUKIEN162', 'SERIPHUKIEN162', '2000000', '325');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 163', 'MODELPHUKIEN163', 'SERIPHUKIEN163', '2000000', '327');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 164', 'MODELPHUKIEN164', 'SERIPHUKIEN164', '2000000', '329');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 165', 'MODELPHUKIEN165', 'SERIPHUKIEN165', '2000000', '331');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 166', 'MODELPHUKIEN166', 'SERIPHUKIEN166', '2000000', '333');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 167', 'MODELPHUKIEN167', 'SERIPHUKIEN167', '2000000', '335');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 168', 'MODELPHUKIEN168', 'SERIPHUKIEN168', '2000000', '337');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 169', 'MODELPHUKIEN169', 'SERIPHUKIEN169', '2000000', '339');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 170', 'MODELPHUKIEN170', 'SERIPHUKIEN170', '2000000', '341');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 171', 'MODELPHUKIEN171', 'SERIPHUKIEN171', '2000000', '343');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 172', 'MODELPHUKIEN172', 'SERIPHUKIEN172', '2000000', '345');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 173', 'MODELPHUKIEN173', 'SERIPHUKIEN173', '2000000', '347');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 174', 'MODELPHUKIEN174', 'SERIPHUKIEN174', '2000000', '349');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 175', 'MODELPHUKIEN175', 'SERIPHUKIEN175', '2000000', '351');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 176', 'MODELPHUKIEN176', 'SERIPHUKIEN176', '2000000', '353');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 177', 'MODELPHUKIEN177', 'SERIPHUKIEN177', '2000000', '355');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 178', 'MODELPHUKIEN178', 'SERIPHUKIEN178', '2000000', '357');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 179', 'MODELPHUKIEN179', 'SERIPHUKIEN179', '2000000', '359');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 180', 'MODELPHUKIEN180', 'SERIPHUKIEN180', '2000000', '361');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 181', 'MODELPHUKIEN181', 'SERIPHUKIEN181', '2000000', '363');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 182', 'MODELPHUKIEN182', 'SERIPHUKIEN182', '2000000', '365');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 183', 'MODELPHUKIEN183', 'SERIPHUKIEN183', '2000000', '367');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 184', 'MODELPHUKIEN184', 'SERIPHUKIEN184', '2000000', '369');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 185', 'MODELPHUKIEN185', 'SERIPHUKIEN185', '2000000', '371');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 186', 'MODELPHUKIEN186', 'SERIPHUKIEN186', '2000000', '373');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 187', 'MODELPHUKIEN187', 'SERIPHUKIEN187', '2000000', '375');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 188', 'MODELPHUKIEN188', 'SERIPHUKIEN188', '2000000', '377');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 189', 'MODELPHUKIEN189', 'SERIPHUKIEN189', '2000000', '379');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 190', 'MODELPHUKIEN190', 'SERIPHUKIEN190', '2000000', '381');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 191', 'MODELPHUKIEN191', 'SERIPHUKIEN191', '2000000', '383');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 192', 'MODELPHUKIEN192', 'SERIPHUKIEN192', '2000000', '385');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 193', 'MODELPHUKIEN193', 'SERIPHUKIEN193', '2000000', '387');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 194', 'MODELPHUKIEN194', 'SERIPHUKIEN194', '2000000', '389');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 195', 'MODELPHUKIEN195', 'SERIPHUKIEN195', '2000000', '391');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 196', 'MODELPHUKIEN196', 'SERIPHUKIEN196', '2000000', '393');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 197', 'MODELPHUKIEN197', 'SERIPHUKIEN197', '2000000', '395');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 198', 'MODELPHUKIEN198', 'SERIPHUKIEN198', '2000000', '397');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 199', 'MODELPHUKIEN199', 'SERIPHUKIEN199', '2000000', '399');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 200', 'MODELPHUKIEN200', 'SERIPHUKIEN200', '2000000', '401');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 201', 'MODELPHUKIEN201', 'SERIPHUKIEN201', '2000000', '403');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 202', 'MODELPHUKIEN202', 'SERIPHUKIEN202', '2000000', '405');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 203', 'MODELPHUKIEN203', 'SERIPHUKIEN203', '2000000', '407');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 204', 'MODELPHUKIEN204', 'SERIPHUKIEN204', '2000000', '409');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 205', 'MODELPHUKIEN205', 'SERIPHUKIEN205', '2000000', '411');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 206', 'MODELPHUKIEN206', 'SERIPHUKIEN206', '2000000', '413');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 207', 'MODELPHUKIEN207', 'SERIPHUKIEN207', '2000000', '415');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 208', 'MODELPHUKIEN208', 'SERIPHUKIEN208', '2000000', '417');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 209', 'MODELPHUKIEN209', 'SERIPHUKIEN209', '2000000', '419');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 210', 'MODELPHUKIEN210', 'SERIPHUKIEN210', '2000000', '421');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 211', 'MODELPHUKIEN211', 'SERIPHUKIEN211', '2000000', '423');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 212', 'MODELPHUKIEN212', 'SERIPHUKIEN212', '2000000', '425');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 213', 'MODELPHUKIEN213', 'SERIPHUKIEN213', '2000000', '427');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 214', 'MODELPHUKIEN214', 'SERIPHUKIEN214', '2000000', '429');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 215', 'MODELPHUKIEN215', 'SERIPHUKIEN215', '2000000', '431');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 216', 'MODELPHUKIEN216', 'SERIPHUKIEN216', '2000000', '433');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 217', 'MODELPHUKIEN217', 'SERIPHUKIEN217', '2000000', '435');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 218', 'MODELPHUKIEN218', 'SERIPHUKIEN218', '2000000', '437');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 219', 'MODELPHUKIEN219', 'SERIPHUKIEN219', '2000000', '439');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 220', 'MODELPHUKIEN220', 'SERIPHUKIEN220', '2000000', '441');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 221', 'MODELPHUKIEN221', 'SERIPHUKIEN221', '2000000', '443');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 222', 'MODELPHUKIEN222', 'SERIPHUKIEN222', '2000000', '445');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 223', 'MODELPHUKIEN223', 'SERIPHUKIEN223', '2000000', '447');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 224', 'MODELPHUKIEN224', 'SERIPHUKIEN224', '2000000', '449');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 225', 'MODELPHUKIEN225', 'SERIPHUKIEN225', '2000000', '451');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 226', 'MODELPHUKIEN226', 'SERIPHUKIEN226', '2000000', '453');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 227', 'MODELPHUKIEN227', 'SERIPHUKIEN227', '2000000', '455');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 228', 'MODELPHUKIEN228', 'SERIPHUKIEN228', '2000000', '457');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 229', 'MODELPHUKIEN229', 'SERIPHUKIEN229', '2000000', '459');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 230', 'MODELPHUKIEN230', 'SERIPHUKIEN230', '2000000', '461');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 231', 'MODELPHUKIEN231', 'SERIPHUKIEN231', '2000000', '463');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 232', 'MODELPHUKIEN232', 'SERIPHUKIEN232', '2000000', '465');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 233', 'MODELPHUKIEN233', 'SERIPHUKIEN233', '2000000', '467');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 234', 'MODELPHUKIEN234', 'SERIPHUKIEN234', '2000000', '469');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 235', 'MODELPHUKIEN235', 'SERIPHUKIEN235', '2000000', '471');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 236', 'MODELPHUKIEN236', 'SERIPHUKIEN236', '2000000', '473');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 237', 'MODELPHUKIEN237', 'SERIPHUKIEN237', '2000000', '475');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 238', 'MODELPHUKIEN238', 'SERIPHUKIEN238', '2000000', '477');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 239', 'MODELPHUKIEN239', 'SERIPHUKIEN239', '2000000', '479');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 240', 'MODELPHUKIEN240', 'SERIPHUKIEN240', '2000000', '481');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 241', 'MODELPHUKIEN241', 'SERIPHUKIEN241', '2000000', '483');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 242', 'MODELPHUKIEN242', 'SERIPHUKIEN242', '2000000', '485');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 243', 'MODELPHUKIEN243', 'SERIPHUKIEN243', '2000000', '487');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 244', 'MODELPHUKIEN244', 'SERIPHUKIEN244', '2000000', '489');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 245', 'MODELPHUKIEN245', 'SERIPHUKIEN245', '2000000', '491');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 246', 'MODELPHUKIEN246', 'SERIPHUKIEN246', '2000000', '493');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 247', 'MODELPHUKIEN247', 'SERIPHUKIEN247', '2000000', '495');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 248', 'MODELPHUKIEN248', 'SERIPHUKIEN248', '2000000', '497');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 249', 'MODELPHUKIEN249', 'SERIPHUKIEN249', '2000000', '499');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 250', 'MODELPHUKIEN250', 'SERIPHUKIEN250', '2000000', '501');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 251', 'MODELPHUKIEN251', 'SERIPHUKIEN251', '2000000', '503');
